"","X1101.2.gtf","X1548.2.gtf","X1628.2.gtf","Sample4.2.gtf","Sample5.2.gtf","Sample6.2.gtf"
"MSTRG.19183",373,117,1140,24,17,21
"MSTRG.19187",9,12,11,22,28,32
"MSTRG.19184",655,37,41,14,5,0
"MSTRG.48078",300,298,232,33,42,40
"MSTRG.40263",42,146,77,4,11,12
"MSTRG.48072",2302,1908,1503,32,23,28
"MSTRG.48074",1903,1502,1046,33,44,43
"MSTRG.48077",0,0,0,17,20,22
"MSTRG.45080",612,10420,8,5,27,5
"MSTRG.49303",21,0,0,21,11,27
"MSTRG.42532",0,0,0,15,19,19
"MSTRG.49305",34,32,22,7,14,7
"MSTRG.42531",0,0,0,11,18,17
"MSTRG.49678",72,98,78,7,9,14
"MSTRG.32078",46,28,58,13,7,17
"MSTRG.32079",8,24,55,35,23,31
"MSTRG.32070",186,96,95,16,15,22
"MSTRG.32071",148,140,81,33,40,44
"MSTRG.32072",85,94,68,37,38,39
"MSTRG.32073",156,186,253,0,7,4
"MSTRG.32074",2215,1132,1157,38,31,35
"MSTRG.32075",904,812,750,19,10,16
"MSTRG.32077",911,649,571,16,10,19
"MSTRG.9899",84,71,50,38,14,17
"MSTRG.9895",322,94,400,18,21,25
"MSTRG.9893",399,102,171,25,15,27
"MSTRG.9892",11,59,92,30,20,21
"MSTRG.9890",488,214,315,92,71,53
"MSTRG.33825",506,673,461,14,10,16
"MSTRG.51165",1034,1137,624,14,4,13
"MSTRG.51164",414,407,366,64,64,60
"MSTRG.51161",301,212,239,30,20,19
"MSTRG.51160",198,115,184,11,20,10
"MSTRG.51163",175,1543,335,52,52,73
"MSTRG.631",7,0,13,12,18,13
"MSTRG.630",65,20,0,34,18,3
"MSTRG.8418",0,0,0,34,31,11
"MSTRG.634",30,47,23,32,16,24
"MSTRG.637",6,19,0,22,20,21
"MSTRG.8412",0,0,0,14,23,12
"MSTRG.4713",76,522,137,4,9,0
"MSTRG.4717",17,148,97,0,5,5
"MSTRG.4716",611,412,583,42,24,74
"MSTRG.4715",418,565,306,53,52,57
"MSTRG.4714",1547,938,680,86,68,49
"MSTRG.41133",27,82,75,0,0,3
"MSTRG.41132",192,226,150,21,24,22
"MSTRG.41131",421,514,536,26,29,30
"MSTRG.4718",79,157,1067,6,13,80
"MSTRG.41137",144,107,93,3,4,11
"MSTRG.41136",0,0,0,51,18,30
"MSTRG.41135",0,0,0,15,11,11
"MSTRG.41134",25,73,22,23,22,19
"MSTRG.20794",406,368,247,13,14,0
"MSTRG.20795",147,192,169,15,16,13
"MSTRG.20792",2517,0,2317,12,9,10
"MSTRG.20793",283,306,263,43,31,61
"MSTRG.31678",205,122,96,12,14,23
"MSTRG.31675",98,86,87,24,16,13
"MSTRG.31673",67,81,67,31,18,21
"MSTRG.31672",135,97,74,12,16,15
"MSTRG.31671",73,89,70,27,18,30
"MSTRG.20799",195,119,80,15,8,17
"MSTRG.987",3,2,8,14,14,13
"MSTRG.985",126,110,65,11,11,9
"MSTRG.984",3164,16717,12047,7,16,41
"MSTRG.983",59,296,188,5,7,5
"MSTRG.982",151,855,485,14,39,34
"MSTRG.35708",1463,1229,1600,21,16,17
"MSTRG.35707",644,528,416,24,28,22
"MSTRG.35701",1,21,3,11,6,23
"MSTRG.39851",0,25,36,20,28,0
"MSTRG.39850",0,46,79,7,23,24
"MSTRG.39856",8,0,0,22,12,25
"MSTRG.39854",0,0,2,11,22,23
"MSTRG.39859",74,26,43,37,25,34
"MSTRG.5390",151,158,183,0,6,0
"MSTRG.5391",844,496,263,34,32,28
"MSTRG.5392",0,13,4,48,52,48
"MSTRG.5394",84,67,51,12,13,19
"MSTRG.5395",145,118,103,15,0,16
"MSTRG.21775",146,116,230,7,7,8
"MSTRG.5397",1092,983,713,11,12,14
"MSTRG.5399",323,508,481,6,6,0
"MSTRG.44265",123,137,76,7,16,6
"MSTRG.12703",154,152,181,5,5,0
"MSTRG.24422",16,14,16,18,9,13
"MSTRG.40821",290,354,487,8,0,7
"MSTRG.24959",3254,3560,3065,18,17,16
"MSTRG.37630",2366,2632,1756,70,58,106
"MSTRG.37633",132,157,104,10,12,12
"MSTRG.37632",1306,877,664,82,73,74
"MSTRG.37634",133,125,87,12,14,19
"MSTRG.37636",139,95,105,12,18,24
"MSTRG.37639",92,73,53,9,7,8
"MSTRG.36941",899,241,838,19,0,7
"MSTRG.36944",55,57,39,8,6,3
"MSTRG.5979",305,332,321,19,11,15
"MSTRG.40826",228,611,253,26,29,25
"MSTRG.5975",576,360,875,8,6,6
"MSTRG.5973",3447,2642,623,16,10,11
"MSTRG.28442",169,193,145,20,16,18
"MSTRG.38814",13,0,25,171,115,126
"MSTRG.38815",666,481,362,11,13,11
"MSTRG.38810",931,754,849,82,64,67
"MSTRG.38811",508,726,812,15,17,18
"MSTRG.38812",1064,906,489,21,20,22
"MSTRG.38813",817,661,530,29,42,26
"MSTRG.4765",41,901,286,4,12,10
"MSTRG.37095",0,0,0,46,19,31
"MSTRG.37096",57,22,15,15,13,12
"MSTRG.24506",217,86,26,9,9,5
"MSTRG.42811",0,0,0,35,24,34
"MSTRG.26813",563,519,310,37,21,29
"MSTRG.26812",132,79,85,0,0,9
"MSTRG.8120",9,67,28,18,10,23
"MSTRG.24505",8,5,0,13,13,14
"MSTRG.7536",254,284,534,11,8,13
"MSTRG.7537",1366,1184,653,23,28,39
"MSTRG.7534",60,78,66,0,5,0
"MSTRG.29316",273,278,248,26,9,13
"MSTRG.7532",540,540,639,27,15,22
"MSTRG.7533",909,775,491,36,40,40
"MSTRG.29313",398,854,469,72,49,56
"MSTRG.40828",164,196,84,25,30,18
"MSTRG.29319",3529,4251,2059,30,27,18
"MSTRG.29318",136,121,44,11,0,8
"MSTRG.7538",0,47,43,19,27,14
"MSTRG.32919",56,84,5,34,37,45
"MSTRG.32918",39,51,11,16,14,18
"MSTRG.24903",60,60,37,3,3,10
"MSTRG.24902",286,128,221,15,19,12
"MSTRG.3718",142,174,128,0,0,5
"MSTRG.24503",404,397,596,27,40,37
"MSTRG.24900",467,37,193,25,24,33
"MSTRG.18520",0,0,0,54,49,60
"MSTRG.34253",3,3,0,21,27,20
"MSTRG.18524",0,0,0,16,25,13
"MSTRG.28774",61,19,11,32,26,13
"MSTRG.6596",168,116,94,3,7,4
"MSTRG.24002",31,4,31,20,1,8
"MSTRG.6594",1544,1111,694,16,17,25
"MSTRG.24007",53,7,64,10,0,11
"MSTRG.38722",94,140,146,16,15,18
"MSTRG.6599",98,168,120,6,10,7
"MSTRG.49098",42,33,20,6,14,11
"MSTRG.27074",1,0,0,25,17,16
"MSTRG.22892",12,4,14,17,19,11
"MSTRG.22438",171,195,214,5,7,0
"MSTRG.47158",372,72,114,69,48,28
"MSTRG.47153",2,1,0,31,23,40
"MSTRG.47151",3,13,9,52,40,44
"MSTRG.49092",0,0,1,12,22,11
"MSTRG.42782",0,0,0,14,14,23
"MSTRG.36426",23,5,8,17,18,23
"MSTRG.49094",41,66,27,10,16,13
"MSTRG.36425",0,5,7,33,24,49
"MSTRG.22430",53,148,45,0,27,21
"MSTRG.6750",78,141,80,13,17,22
"MSTRG.53318",0,6,1,21,14,12
"MSTRG.53314",0,0,0,29,18,20
"MSTRG.53315",45,19,19,0,5,10
"MSTRG.53317",15,13,8,11,9,15
"MSTRG.1967",0,0,0,11,15,15
"MSTRG.44634",0,3,0,17,17,15
"MSTRG.12378",4,5,6,38,28,44
"MSTRG.23850",450,37,10,21,0,3
"MSTRG.17714",124,89,65,10,0,0
"MSTRG.21980",13,6,0,27,48,22
"MSTRG.21983",90,60,107,0,0,5
"MSTRG.21984",3,11,5,26,37,21
"MSTRG.21985",5,4,2,20,24,16
"MSTRG.21986",183,172,125,29,37,40
"MSTRG.21988",55,34,35,41,36,34
"MSTRG.21989",980,1381,602,61,23,31
"MSTRG.53709",630,653,313,12,17,15
"MSTRG.52042",127,132,82,11,23,19
"MSTRG.52041",191,265,263,49,61,50
"MSTRG.40740",34,0,8,37,11,24
"MSTRG.52047",92,56,63,7,7,9
"MSTRG.52046",299,219,177,26,18,11
"MSTRG.52045",177,124,233,31,9,14
"MSTRG.52044",606,421,491,19,12,13
"MSTRG.52049",373,322,275,31,26,28
"MSTRG.52048",4762,3396,5729,0,5,10
"MSTRG.6980",647,624,526,17,14,20
"MSTRG.40748",18,64,16,6,0,0
"MSTRG.8235",169,176,121,53,32,48
"MSTRG.13918",521,141,184,117,135,129
"MSTRG.13919",0,0,0,71,38,87
"MSTRG.13916",414,418,441,19,24,17
"MSTRG.13917",656,1096,761,35,20,28
"MSTRG.13914",182,138,187,16,13,15
"MSTRG.13915",964,774,629,55,26,49
"MSTRG.13912",248,267,183,0,4,8
"MSTRG.13913",205,108,206,16,9,10
"MSTRG.13910",159,165,144,21,19,20
"MSTRG.13911",660,502,182,9,17,17
"MSTRG.26510",0,19,10,49,51,34
"MSTRG.26511",0,12,8,10,11,13
"MSTRG.26515",0,0,0,33,25,23
"MSTRG.26518",3,0,0,14,13,16
"MSTRG.12060",604,531,688,2,5,4
"MSTRG.12067",12,4,10,14,13,8
"MSTRG.12066",1300,1310,925,63,32,40
"MSTRG.45323",22,0,23,9,22,18
"MSTRG.45320",7,16,17,13,8,4
"MSTRG.48537",275,179,106,10,14,9
"MSTRG.17747",189,143,20,15,15,11
"MSTRG.17745",285,131,135,26,24,16
"MSTRG.17744",76,96,16,20,8,17
"MSTRG.17742",132,48,235,14,3,10
"MSTRG.17741",1801,2074,1512,22,44,32
"MSTRG.17740",2025,1652,907,30,19,19
"MSTRG.17749",546,477,432,28,22,30
"MSTRG.17748",40,15,21,9,0,0
"MSTRG.24859",1820,797,1230,40,27,36
"MSTRG.3024",0,0,0,20,21,20
"MSTRG.3027",0,44,0,15,21,17
"MSTRG.16293",0,0,0,18,26,26
"MSTRG.16291",187,881,762,7,22,44
"MSTRG.16294",951,640,1024,36,20,22
"MSTRG.28169",1334,1050,1209,18,22,24
"MSTRG.28168",34,39,37,20,19,24
"MSTRG.48278",0,0,0,56,12,18
"MSTRG.28165",769,727,563,30,27,26
"MSTRG.28164",3,0,0,17,11,19
"MSTRG.28166",441,292,399,43,24,25
"MSTRG.28161",11,0,12,37,26,30
"MSTRG.48271",0,2,0,17,19,22
"MSTRG.28162",605,886,936,25,24,23
"MSTRG.42334",56,29,61,14,0,5
"MSTRG.42336",106,89,80,9,5,14
"MSTRG.42337",79,86,25,11,22,11
"MSTRG.42330",0,0,0,21,16,21
"MSTRG.42332",134,59,32,17,8,12
"MSTRG.42333",1762,1276,1146,42,39,49
"MSTRG.42670",152,168,132,3,9,7
"MSTRG.48338",19,19,11,3,7,11
"MSTRG.51762",903,684,431,11,9,17
"MSTRG.51760",22,76,31,0,6,0
"MSTRG.51764",165,0,23,68,4,53
"MSTRG.13691",257,688,229,99,98,71
"MSTRG.48897",0,0,0,20,24,16
"MSTRG.48895",36,18,29,35,28,58
"MSTRG.4552",96,53,29,32,35,35
"MSTRG.9700",374,251,160,8,11,13
"MSTRG.25723",0,0,0,23,25,27
"MSTRG.11745",0,0,0,19,23,22
"MSTRG.25726",28,26,21,5,6,5
"MSTRG.2868",5,0,7,11,19,13
"MSTRG.2861",0,4,4,35,23,23
"MSTRG.2866",11,8,6,10,18,15
"MSTRG.23073",0,0,0,16,23,15
"MSTRG.23077",13,25,5,14,4,10
"MSTRG.15240",0,0,0,33,22,20
"MSTRG.15244",0,0,0,14,18,19
"MSTRG.15249",0,0,4,22,38,23
"MSTRG.4080",0,0,0,17,16,28
"MSTRG.4085",131,69,80,17,35,36
"MSTRG.4084",395,340,314,8,10,13
"MSTRG.46367",4,98,46,16,22,11
"MSTRG.45948",0,0,0,17,14,21
"MSTRG.45942",685,435,411,20,17,18
"MSTRG.45943",141,90,32,30,10,12
"MSTRG.45940",145,167,237,7,0,0
"MSTRG.45941",232,281,177,19,9,23
"MSTRG.45946",67,61,36,18,9,18
"MSTRG.46369",0,0,0,39,41,37
"MSTRG.46368",1,3,0,14,18,18
"MSTRG.28090",399,109,139,40,39,30
"MSTRG.35345",0,0,0,12,11,13
"MSTRG.53110",140,253,208,7,7,0
"MSTRG.10958",46,48,76,0,7,6
"MSTRG.53897",1301,1433,1541,13,12,22
"MSTRG.53895",538,702,475,17,0,15
"MSTRG.18243",0,0,0,18,18,16
"MSTRG.18242",1,1,0,24,23,16
"MSTRG.42881",0,0,0,25,21,11
"MSTRG.18246",9,4,0,22,18,12
"MSTRG.18245",0,2,0,34,24,11
"MSTRG.18244",1,0,0,26,25,27
"MSTRG.18248",0,6,0,26,23,17
"MSTRG.14597",41,47,137,9,3,10
"MSTRG.14596",138,160,306,6,5,13
"MSTRG.14595",11,32,31,4,9,8
"MSTRG.10035",34,98,20,12,0,13
"MSTRG.10039",19,49,105,19,16,10
"MSTRG.14598",15,36,26,6,4,9
"MSTRG.39387",0,11,14,26,40,32
"MSTRG.39386",642,405,426,37,17,30
"MSTRG.39385",1,0,0,14,23,11
"MSTRG.39384",299,193,352,32,15,22
"MSTRG.39383",51,76,76,14,9,17
"MSTRG.39382",31,26,30,4,6,4
"MSTRG.39381",52,24,30,3,10,7
"MSTRG.39380",70,103,61,13,11,15
"MSTRG.39389",35,18,6,20,28,11
"MSTRG.20528",58,29,42,8,15,11
"MSTRG.18796",525,1137,214,7,7,0
"MSTRG.18790",0,0,0,12,11,17
"MSTRG.1077",250,280,219,5,17,9
"MSTRG.18792",19,0,24,28,2,55
"MSTRG.14621",82,461,22,16,6,9
"MSTRG.1078",17,24,27,15,41,44
"MSTRG.14623",64,154,16,8,18,13
"MSTRG.14622",65,1687,13,2,7,16
"MSTRG.14626",0,3,0,11,11,12
"MSTRG.39653",0,0,0,16,25,32
"MSTRG.39654",0,0,0,14,21,32
"MSTRG.53052",11,0,0,11,11,17
"MSTRG.53051",0,0,0,26,23,33
"MSTRG.38389",4,2,0,36,26,23
"MSTRG.6757",582,471,419,41,51,43
"MSTRG.38380",0,0,0,21,20,27
"MSTRG.38381",0,0,0,21,23,22
"MSTRG.52908",131,312,160,13,18,16
"MSTRG.52909",215,190,132,9,15,16
"MSTRG.52905",820,1400,1196,0,4,3
"MSTRG.52903",102,80,75,22,4,13
"MSTRG.17324",0,8,0,21,11,11
"MSTRG.19684",21,27,0,5,10,20
"MSTRG.19685",1536,1727,1015,24,19,34
"MSTRG.19680",2,0,3,17,15,20
"MSTRG.19683",255,355,41,26,35,28
"MSTRG.17987",19,8,17,13,3,6
"MSTRG.8194",11,4,2,18,24,42
"MSTRG.41753",648,476,573,38,70,57
"MSTRG.41752",247,202,211,9,3,7
"MSTRG.41751",2994,2485,2412,101,42,82
"MSTRG.41750",1236,892,564,44,42,26
"MSTRG.41757",280,235,301,13,12,14
"MSTRG.41756",613,281,151,57,32,59
"MSTRG.41755",796,601,507,16,18,17
"MSTRG.13603",399,405,310,9,16,23
"MSTRG.12381",188,135,178,57,84,87
"MSTRG.13071",3,0,2,33,36,64
"MSTRG.35929",9679,6754,11248,0,0,9
"MSTRG.35926",44,69,55,24,23,12
"MSTRG.35924",2,21,2,13,11,10
"MSTRG.19532",1865,1006,852,27,25,32
"MSTRG.19533",300,283,304,19,24,14
"MSTRG.19531",13,20,14,0,7,6
"MSTRG.6935",0,0,0,34,42,22
"MSTRG.6937",3197,2606,1575,184,217,232
"MSTRG.6936",500,489,387,58,30,28
"MSTRG.6931",1784,2509,3491,9,0,15
"MSTRG.6930",0,0,0,23,24,24
"MSTRG.6933",119,127,128,13,9,8
"MSTRG.6932",333,389,275,15,16,20
"MSTRG.12559",8,4,4,18,11,15
"MSTRG.7048",4635,4478,5049,29,24,29
"MSTRG.7049",395,389,392,13,6,4
"MSTRG.7046",183,217,174,10,18,16
"MSTRG.7044",0,0,0,20,23,15
"MSTRG.7042",225,192,136,0,6,0
"MSTRG.43452",0,0,0,15,26,36
"MSTRG.43453",0,0,0,25,13,21
"MSTRG.43450",0,0,0,18,12,14
"MSTRG.43457",3,12,3,24,27,9
"MSTRG.1993",0,0,13,13,15,13
"MSTRG.5141",524,357,461,80,20,41
"MSTRG.45124",71,198,147,9,18,10
"MSTRG.45125",26,37,33,39,24,17
"MSTRG.45126",30,16,47,24,32,21
"MSTRG.45120",181,133,56,10,3,11
"MSTRG.45122",9,7,0,16,20,32
"MSTRG.45123",21,51,39,32,28,35
"MSTRG.12552",27,12,32,20,18,20
"MSTRG.45128",182,319,259,97,45,76
"MSTRG.9381",465,67,303,17,17,10
"MSTRG.15399",0,16,15,13,7,0
"MSTRG.45584",97,62,21,9,10,0
"MSTRG.45585",0,0,0,17,21,15
"MSTRG.9386",34,3,7,11,9,19
"MSTRG.45588",130,99,95,11,6,0
"MSTRG.9825",205,29,86,30,25,18
"MSTRG.33518",22,41,20,1,4,3
"MSTRG.33519",72,60,20,7,15,13
"MSTRG.33510",888,857,452,46,29,44
"MSTRG.33511",2,9,5,16,16,19
"MSTRG.33512",164,109,66,7,10,29
"MSTRG.33516",0,38,16,5,14,9
"MSTRG.3342",0,18,0,18,14,7
"MSTRG.3346",0,272,0,4,14,12
"MSTRG.14549",200,195,167,88,47,82
"MSTRG.42473",14,0,21,11,6,5
"MSTRG.42472",154,43,26,35,36,35
"MSTRG.42471",135,141,176,14,18,18
"MSTRG.42476",3,3,3,44,28,36
"MSTRG.42475",0,0,0,22,13,22
"MSTRG.36359",19,17,0,481,63,26
"MSTRG.284",980,663,484,27,20,41
"MSTRG.285",38,83,139,7,9,6
"MSTRG.286",1261,1085,1102,12,10,13
"MSTRG.287",9,4,4,17,29,28
"MSTRG.280",162,148,84,21,15,19
"MSTRG.282",1610,1556,1137,123,89,115
"MSTRG.283",1159,1120,1894,31,15,21
"MSTRG.31259",0,0,0,15,16,17
"MSTRG.288",0,72,0,65,39,24
"MSTRG.7237",4,28,17,16,17,10
"MSTRG.20371",265,266,210,16,15,12
"MSTRG.7236",0,0,0,37,23,22
"MSTRG.23939",1,1,0,17,24,17
"MSTRG.31257",0,0,0,26,14,22
"MSTRG.668",198,139,223,40,16,18
"MSTRG.23933",0,0,0,28,11,16
"MSTRG.669",248,209,142,4,6,5
"MSTRG.44068",491,293,590,3,0,5
"MSTRG.20379",75,21,170,28,14,25
"MSTRG.23930",0,0,0,25,29,32
"MSTRG.5400",280,230,640,0,0,0
"MSTRG.19991",26,11,16,23,13,6
"MSTRG.20613",1137,1820,1611,6,13,9
"MSTRG.20612",0,0,0,11,11,13
"MSTRG.20611",625,432,336,18,32,14
"MSTRG.5403",528,277,264,27,18,24
"MSTRG.20616",1021,1293,1432,0,5,0
"MSTRG.20615",5,0,6,17,24,21
"MSTRG.5404",24,31,6,10,8,15
"MSTRG.20619",132,232,80,22,15,19
"MSTRG.860",275,138,142,11,8,23
"MSTRG.861",15,12,9,18,15,13
"MSTRG.862",948,1027,722,15,37,26
"MSTRG.864",123,119,68,3,10,6
"MSTRG.865",103,121,28,0,0,0
"MSTRG.19999",0,9,0,18,49,43
"MSTRG.6963",789,1177,664,29,18,23
"MSTRG.31827",39,9,24,5,7,12
"MSTRG.31824",358,285,320,13,6,16
"MSTRG.31822",488,501,493,47,42,50
"MSTRG.31820",198,253,335,7,11,11
"MSTRG.31821",2521,2313,2011,23,32,16
"MSTRG.35118",0,0,0,12,12,17
"MSTRG.35117",22,15,7,8,12,16
"MSTRG.35114",48,29,12,10,7,5
"MSTRG.35110",36,0,121,37,0,51
"MSTRG.35111",720,900,3323,99,46,48
"MSTRG.45897",19,16,7,0,9,13
"MSTRG.30195",3,0,0,22,30,29
"MSTRG.15641",0,0,0,31,28,28
"MSTRG.45892",1761,1602,2599,4,5,0
"MSTRG.15643",5,5,2,15,18,13
"MSTRG.5581",0,0,0,25,17,22
"MSTRG.5580",0,7,25,20,6,21
"MSTRG.5582",59,28,26,3,4,3
"MSTRG.5589",247,150,164,23,30,40
"MSTRG.21254",129,103,129,6,0,11
"MSTRG.21255",2,1,4,14,17,20
"MSTRG.21256",198,265,300,15,10,14
"MSTRG.21257",49,102,124,0,4,0
"MSTRG.21250",459,312,437,10,19,16
"MSTRG.21251",1107,912,751,14,4,18
"MSTRG.21252",22,5,82,47,23,42
"MSTRG.21253",171,201,87,3,15,15
"MSTRG.21258",613,483,560,17,10,15
"MSTRG.21259",152,309,85,45,113,76
"MSTRG.28760",0,0,0,30,12,35
"MSTRG.34249",2749,2308,1821,39,41,38
"MSTRG.6589",0,0,3,44,27,27
"MSTRG.6586",4,8,7,30,23,21
"MSTRG.6580",211,172,222,17,15,28
"MSTRG.34240",0,0,0,41,29,31
"MSTRG.6582",4,266,266,30,14,24
"MSTRG.6583",1890,880,444,15,20,15
"MSTRG.22503",42,58,41,14,12,9
"MSTRG.22505",11,36,41,23,10,20
"MSTRG.41162",232,143,112,33,26,42
"MSTRG.22507",26,84,83,23,14,16
"MSTRG.22506",13,22,16,10,4,9
"MSTRG.22508",61,193,289,19,10,25
"MSTRG.41163",522,417,529,10,36,30
"MSTRG.26616",0,0,0,14,14,22
"MSTRG.26619",0,0,0,20,21,12
"MSTRG.26618",0,0,0,35,42,38
"MSTRG.43477",14,10,0,25,16,33
"MSTRG.8580",0,0,0,13,20,24
"MSTRG.6056",11,33,17,18,29,11
"MSTRG.6057",351,212,145,62,42,48
"MSTRG.6055",80,81,102,26,12,9
"MSTRG.6053",136,149,59,15,17,18
"MSTRG.6050",693,428,482,13,15,12
"MSTRG.6058",70,57,16,13,26,26
"MSTRG.6059",220,199,190,28,33,24
"MSTRG.10229",830,614,476,21,16,34
"MSTRG.572",11,27,19,6,11,8
"MSTRG.11500",0,0,0,15,33,11
"MSTRG.16677",45,84,66,9,12,0
"MSTRG.23672",0,0,0,31,30,30
"MSTRG.23675",0,0,0,51,25,28
"MSTRG.23678",0,0,0,26,29,15
"MSTRG.27561",0,59,35,0,10,19
"MSTRG.27563",13,8,10,15,14,9
"MSTRG.27564",36,22,7,22,14,13
"MSTRG.27565",11,19,6,28,17,10
"MSTRG.27567",0,11,9,7,14,14
"MSTRG.27569",1105,513,368,15,8,7
"MSTRG.19442",119,61,57,48,39,38
"MSTRG.14709",0,0,0,63,39,27
"MSTRG.46164",0,0,0,25,31,18
"MSTRG.46168",8,0,0,23,16,21
"MSTRG.43736",349,372,494,18,17,12
"MSTRG.20844",204,93,118,13,7,15
"MSTRG.22589",81,58,14,7,14,6
"MSTRG.15994",0,0,0,13,16,16
"MSTRG.15998",3,0,0,20,19,18
"MSTRG.47694",869,439,417,11,6,17
"MSTRG.47695",94,42,62,7,0,0
"MSTRG.47696",118,67,122,0,0,3
"MSTRG.47697",320,86,221,0,7,0
"MSTRG.47692",2350,1940,1752,16,16,31
"MSTRG.47693",2495,1942,1912,58,26,74
"MSTRG.14027",354,333,307,22,24,27
"MSTRG.14026",293,282,318,7,6,6
"MSTRG.14025",223,376,230,10,13,14
"MSTRG.14023",393,355,258,9,14,11
"MSTRG.14022",112,139,133,9,8,12
"MSTRG.14021",717,512,697,22,22,24
"MSTRG.14020",1012,917,604,33,22,24
"MSTRG.20938",200,223,91,18,12,0
"MSTRG.20939",512,529,274,20,13,16
"MSTRG.20936",13,5,4,29,16,22
"MSTRG.20930",0,0,0,23,12,21
"MSTRG.578",50,86,49,19,13,13
"MSTRG.53298",21,66,8,17,30,11
"MSTRG.47349",1478,985,1040,8,13,27
"MSTRG.47345",795,957,184,7,16,4
"MSTRG.17396",328,362,258,16,14,6
"MSTRG.16534",43,32,35,1,3,7
"MSTRG.17391",16,9,2,17,13,12
"MSTRG.17392",186,119,125,10,0,5
"MSTRG.17393",251,122,177,23,10,21
"MSTRG.33743",220,169,94,9,21,15
"MSTRG.19448",1072,635,664,37,49,63
"MSTRG.25149",2174,1334,705,19,14,19
"MSTRG.25143",1887,1656,489,17,16,16
"MSTRG.25147",2147,1541,507,20,17,20
"MSTRG.50665",18,8,0,12,7,14
"MSTRG.21425",18,55,37,15,15,7
"MSTRG.50664",11,0,0,5,22,13
"MSTRG.13276",294,412,795,26,16,24
"MSTRG.21424",0,0,0,28,36,24
"MSTRG.13273",22,8,27,30,23,29
"MSTRG.13272",13,12,13,8,10,12
"MSTRG.13271",54,24,13,6,9,6
"MSTRG.13270",83,25,156,36,31,40
"MSTRG.19338",240,169,324,28,43,39
"MSTRG.19339",344,277,205,11,13,14
"MSTRG.19334",33,33,60,4,3,6
"MSTRG.19336",31,63,31,0,3,5
"MSTRG.19337",1320,1162,946,42,27,17
"MSTRG.19330",39,21,14,0,0,5
"MSTRG.19333",58,10,192,3,2,14
"MSTRG.2232",3,0,6,76,27,60
"MSTRG.2233",59,6,40,42,12,31
"MSTRG.16313",21,8,3,12,15,14
"MSTRG.18647",0,0,0,31,15,47
"MSTRG.52650",0,0,0,21,17,12
"MSTRG.52654",672,1473,930,15,15,13
"MSTRG.2587",4,0,0,21,21,15
"MSTRG.2589",0,0,7,30,33,32
"MSTRG.52658",5,130,18,16,9,10
"MSTRG.52659",10,33,11,18,10,26
"MSTRG.14118",950,517,182,25,19,24
"MSTRG.35804",199,131,140,12,11,10
"MSTRG.45458",43,59,11,12,5,2
"MSTRG.14625",12,4,4,17,11,12
"MSTRG.45454",294,431,219,20,17,12
"MSTRG.45455",822,754,639,34,26,32
"MSTRG.45457",219,199,104,7,10,13
"MSTRG.45451",27,32,45,5,0,9
"MSTRG.45452",78,54,45,11,20,11
"MSTRG.45453",25,24,8,8,12,3
"MSTRG.41346",4,4,0,15,13,19
"MSTRG.41347",0,62,164,0,15,13
"MSTRG.41340",51,36,6,8,24,6
"MSTRG.41342",99,187,402,13,7,8
"MSTRG.49593",3,0,10,44,38,59
"MSTRG.1388",0,0,0,57,37,39
"MSTRG.49597",0,0,11,24,9,18
"MSTRG.34914",0,0,0,18,17,14
"MSTRG.34917",635,278,360,39,14,22
"MSTRG.18648",344,260,320,12,7,0
"MSTRG.3183",49,0,1,13,6,11
"MSTRG.34913",78,54,69,11,0,8
"MSTRG.34912",0,8,0,45,67,83
"MSTRG.22260",132,14,74,13,13,19
"MSTRG.22261",50,5,13,6,0,12
"MSTRG.22267",45,23,24,6,0,3
"MSTRG.51356",759,814,523,8,22,21
"MSTRG.51357",0,5,33,20,14,8
"MSTRG.51354",236,159,234,0,12,5
"MSTRG.51355",103,124,90,12,7,17
"MSTRG.51352",45,12,10,15,4,7
"MSTRG.51353",26,15,10,33,17,37
"MSTRG.51350",155,110,49,13,23,31
"MSTRG.8667",536,1140,332,114,83,75
"MSTRG.8666",17,15,11,5,0,0
"MSTRG.8665",555,481,234,8,10,8
"MSTRG.8664",2190,1751,1241,42,25,48
"MSTRG.8663",0,111,34,11,10,21
"MSTRG.8662",173,224,105,11,11,9
"MSTRG.8661",626,413,380,14,18,15
"MSTRG.17644",406,248,188,73,66,99
"MSTRG.8669",441,310,279,15,9,17
"MSTRG.8668",28,18,37,33,29,43
"MSTRG.9135",8,3,10,24,18,16
"MSTRG.9137",0,0,0,21,33,22
"MSTRG.4323",0,0,0,58,86,88
"MSTRG.42103",108,89,83,8,9,13
"MSTRG.42100",0,12,4,18,7,14
"MSTRG.42106",17,29,26,0,0,3
"MSTRG.42105",206,234,104,12,8,16
"MSTRG.45076",29,10,375,118,178,231
"MSTRG.42108",361,32,92,22,8,10
"MSTRG.1084",6,11,34,31,29,32
"MSTRG.43854",77,4,99,11,0,5
"MSTRG.43852",272,135,160,35,23,16
"MSTRG.43853",589,292,942,18,13,10
"MSTRG.43850",78,48,29,5,6,10
"MSTRG.43851",1395,1093,855,28,26,23
"MSTRG.37588",229,189,110,13,7,4
"MSTRG.43858",533,309,257,47,34,25
"MSTRG.43859",71,120,116,28,50,25
"MSTRG.23186",112,183,175,13,24,15
"MSTRG.21090",127,1398,1440,19,10,22
